code,Schooling_profile,First_Name,Surname,Gender,Age,Civil_Status,degree,Skill_experience,performance,Language,Religious_affiliation,Interest_Hobbies,Network,school1
1400,"University of Nigeria, Nsukka",Opeyemi,George,female,20-25,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1401,"Belington College after a three-year degree program in Worcester, UK",Olisa,William,female,26-30,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1402,Covenant University,Yalwa,Edward,male,31-40,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1403,"University of Nigeria, Nsukka",Olisa,Edward,male,31-40,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1404,"University of Nigeria, Nsukka",Olisa,George,female,31-40,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1405,"University of Nigeria, Nsukka",Amadi,George,female,31-40,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1406,"University of Nigeria, Nsukka",Yalwa,Benedict,female,31-40,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1407,"Belington College after a three-year degree program in Worcester, UK",Mayowa,Sawaba,female,31-40,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1408,"Willfield College after a four-year program in Chichester, USA",Mayowa,Sawaba,female,31-40,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1409,"Belington College after a three-year degree program in Worcester, UK",Opeyemi,George,male,20-25,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1410,"Belington College after a three-year degree program in Worcester, UK",Olisa,Edward,female,20-25,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1411,"University of Nigeria, Nsukka",Amadi,William,female,26-30,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1412,"Willfield College after a four-year program in Chichester, USA",Amadi,Benedict,female,31-40,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1413,"Ahmadu Bello University, Zaira",Opeyemi,George,male,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1414,University of Ibadan,Yalwa,Edward,male,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1415,"Ahmadu Bello University, Zaira",Yalwa,William,female,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1416,"Willfield College after a four-year program in Chichester, USA",Auta,Edward,male,31-40,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1417,University of Ibadan,Mayowa,William,male,20-25,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1418,Covenant University,Amadi,Benedict,female,20-25,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1419,"University of Nigeria, Nsukka",Kaka,Sawaba,female,20-25,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1420,"Belington College after a three-year degree program in Worcester, UK",Kaka,William,female,20-25,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1421,"Ahmadu Bello University, Zaira",Opeyemi,George,female,26-30,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1422,"Belington College after a three-year degree program in Worcester, UK",Olisa,William,female,31-40,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1423,Covenant University,Mayowa,George,male,20-25,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1424,"Willfield College after a four-year program in Chichester, USA",Olisa,Edward,female,20-25,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1425,"University of Nigeria, Nsukka",Yalwa,William,female,20-25,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1426,Covenant University,Amadi,Sawaba,female,26-30,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1427,"Belington College after a three-year degree program in Worcester, UK",Opeyemi,William,female,26-30,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1428,"Ahmadu Bello University, Zaira",Auta,George,male,31-40,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1429,"Willfield College after a four-year program in Chichester, USA",Kaka,Benedict,male,31-40,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1430,"Ahmadu Bello University, Zaira",Opeyemi,Sawaba,male,20-25,single,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1431,"Willfield College after a four-year program in Chichester, USA",Yalwa,Edward,female,26-30,single,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1432,"Belington College after a three-year degree program in Worcester, UK",Kaka,Edward,female,31-40,single,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1433,"University of Nigeria, Nsukka",Auta,William,female,20-25,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1434,"Belington College after a three-year degree program in Worcester, UK",Opeyemi,Benedict,female,26-30,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1435,Covenant University,Amadi,William,female,26-30,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1436,Covenant University,Amadi,Benedict,male,31-40,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1437,"University of Nigeria, Nsukka",Auta,Edward,male,31-40,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1438,Covenant University,Yalwa,Sawaba,male,31-40,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1439,University of Ibadan,Olisa,Sawaba,male,31-40,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1440,University of Ibadan,Kaka,Benedict,female,20-25,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1441,Covenant University,Yalwa,George,male,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1442,University of Ibadan,Olisa,Benedict,female,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1443,Covenant University,Auta,Sawaba,female,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1444,University of Ibadan,Yalwa,Sawaba,female,26-30,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1445,"Belington College after a three-year degree program in Worcester, UK",Yalwa,William,male,26-30,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1446,University of Ibadan,Mayowa,Benedict,female,26-30,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1447,University of Ibadan,Olisa,Edward,female,26-30,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1448,University of Ibadan,Amadi,Edward,female,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1449,"Ahmadu Bello University, Zaira",Mayowa,Sawaba,male,26-30,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1450,University of Ibadan,Mayowa,William,female,31-40,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1451,University of Ibadan,Kaka,George,female,20-25,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1452,"Ahmadu Bello University, Zaira",Auta,William,female,20-25,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1453,"Belington College after a three-year degree program in Worcester, UK",Yalwa,Edward,female,20-25,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1454,"University of Nigeria, Nsukka",Yalwa,Edward,female,26-30,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1455,Covenant University,Yalwa,Sawaba,male,31-40,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 30 percent,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1456,"University of Nigeria, Nsukka",Kaka,Edward,female,20-25,single,Masters',has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1457,"Belington College after a three-year degree program in Worcester, UK",Kaka,Sawaba,male,26-30,single,Masters',has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1458,University of Ibadan,Opeyemi,George,female,26-30,single,Masters',has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1459,Covenant University,Kaka,Sawaba,female,26-30,single,Masters',has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1460,"Belington College after a three-year degree program in Worcester, UK",Auta,Edward,male,31-40,single,Masters',has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1461,"Belington College after a three-year degree program in Worcester, UK",Kaka,Sawaba,female,31-40,single,Masters',has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1462,University of Ibadan,Olisa,William,male,20-25,married,Masters',has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1463,"Willfield College after a four-year program in Chichester, USA",Kaka,George,female,20-25,married,Masters',has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1464,"Belington College after a three-year degree program in Worcester, UK",Mayowa,Edward,female,26-30,married,Masters',has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1465,"Willfield College after a four-year program in Chichester, USA",Mayowa,William,female,26-30,married,Masters',has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1466,Covenant University,Yalwa,William,female,26-30,married,Masters',has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1467,"University of Nigeria, Nsukka",Kaka,Benedict,female,31-40,married,Masters',has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1468,"Willfield College after a four-year program in Chichester, USA",Yalwa,Benedict,male,20-25,single,Bachelor's,has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1469,"Willfield College after a four-year program in Chichester, USA",Mayowa,William,male,20-25,single,Bachelor's,has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1470,Covenant University,Mayowa,Edward,female,20-25,single,Bachelor's,has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1471,"Willfield College after a four-year program in Chichester, USA",Kaka,William,female,20-25,single,Bachelor's,has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1472,"University of Nigeria, Nsukka",Mayowa,Edward,male,26-30,single,Bachelor's,has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1473,"Willfield College after a four-year program in Chichester, USA",Yalwa,Sawaba,male,26-30,single,Bachelor's,has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1474,"Belington College after a three-year degree program in Worcester, UK",Auta,Edward,male,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1475,University of Ibadan,Yalwa,William,male,20-25,married,Bachelor's,has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1476,University of Ibadan,Mayowa,William,female,20-25,married,Bachelor's,has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1477,University of Ibadan,Opeyemi,Sawaba,male,26-30,married,Bachelor's,has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1478,"Willfield College after a four-year program in Chichester, USA",Olisa,George,female,26-30,married,Bachelor's,has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1479,"Belington College after a three-year degree program in Worcester, UK",Mayowa,William,female,26-30,married,Bachelor's,has no significant work experience; and has little practical experience in,average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1480,Covenant University,Auta,Benedict,male,20-25,single,Masters',"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1481,"Willfield College after a four-year program in Chichester, USA",Kaka,Benedict,male,20-25,single,Masters',"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1482,University of Ibadan,Amadi,Edward,male,20-25,single,Masters',"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1483,"University of Nigeria, Nsukka",Yalwa,Benedict,female,26-30,single,Masters',"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1484,"Willfield College after a four-year program in Chichester, USA",Olisa,Benedict,female,26-30,single,Masters',"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1485,University of Ibadan,Olisa,Benedict,female,31-40,single,Masters',"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1486,"Willfield College after a four-year program in Chichester, USA",Mayowa,Sawaba,female,31-40,single,Masters',"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1487,"Ahmadu Bello University, Zaira",Yalwa,William,female,31-40,single,Masters',"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1488,"Ahmadu Bello University, Zaira",Yalwa,Edward,female,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1489,Covenant University,Opeyemi,Sawaba,female,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1490,"Belington College after a three-year degree program in Worcester, UK",Amadi,Sawaba,female,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1491,"Willfield College after a four-year program in Chichester, USA",Opeyemi,Sawaba,male,26-30,married,Masters',"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1492,"Ahmadu Bello University, Zaira",Mayowa,Sawaba,male,31-40,married,Masters',"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1493,"Ahmadu Bello University, Zaira",Opeyemi,Sawaba,male,31-40,married,Masters',"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1494,"University of Nigeria, Nsukka",Yalwa,George,male,20-25,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1495,Covenant University,Yalwa,William,male,20-25,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1496,"Ahmadu Bello University, Zaira",Kaka,Edward,female,26-30,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1497,"University of Nigeria, Nsukka",Auta,Sawaba,male,26-30,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1498,"Ahmadu Bello University, Zaira",Auta,Sawaba,female,26-30,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,0
1499,"Belington College after a three-year degree program in Worcester, UK",Amadi,George,male,31-40,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",average,speaks English fluently,prefers to spend weekends volunteering,playing football,not a member of,1
1500,"Willfield College after a four-year program in Chichester, USA",Yalwa,Edward,male,20-25,single,Masters',has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1501,"Belington College after a three-year degree program in Worcester, UK",Opeyemi,Sawaba,male,20-25,single,Masters',has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1502,University of Ibadan,Auta,Benedict,male,26-30,single,Masters',has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1503,University of Ibadan,Kaka,Benedict,female,26-30,single,Masters',has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1504,University of Ibadan,Yalwa,William,female,31-40,single,Masters',has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1505,Covenant University,Olisa,George,male,20-25,married,Masters',has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1506,"University of Nigeria, Nsukka",Amadi,George,male,20-25,married,Masters',has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1507,"Ahmadu Bello University, Zaira",Kaka,Edward,female,20-25,married,Masters',has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1508,"University of Nigeria, Nsukka",Mayowa,Sawaba,female,20-25,married,Masters',has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1509,"Ahmadu Bello University, Zaira",Yalwa,Edward,male,26-30,married,Masters',has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1510,"Ahmadu Bello University, Zaira",Amadi,Edward,male,26-30,married,Masters',has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1511,University of Ibadan,Amadi,George,male,31-40,married,Masters',has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1512,"Belington College after a three-year degree program in Worcester, UK",Yalwa,Benedict,female,31-40,married,Masters',has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1513,"Willfield College after a four-year program in Chichester, USA",Kaka,William,male,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1514,"Belington College after a three-year degree program in Worcester, UK",Amadi,William,male,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1515,University of Ibadan,Auta,Edward,female,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1516,"Belington College after a three-year degree program in Worcester, UK",Olisa,William,female,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1517,"Willfield College after a four-year program in Chichester, USA",Olisa,William,female,31-40,single,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1518,"University of Nigeria, Nsukka",Amadi,William,male,20-25,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1519,"Willfield College after a four-year program in Chichester, USA",Kaka,William,female,20-25,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1520,"University of Nigeria, Nsukka",Yalwa,William,female,26-30,married,Bachelor's,has no significant work experience; and has little practical experience in,a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1521,"Belington College after a three-year degree program in Worcester, UK",Amadi,Benedict,male,20-25,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1522,"Belington College after a three-year degree program in Worcester, UK",Amadi,Sawaba,male,20-25,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1523,"Ahmadu Bello University, Zaira",Opeyemi,Edward,female,20-25,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1524,"University of Nigeria, Nsukka",Mayowa,Benedict,female,26-30,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1525,Covenant University,Yalwa,Sawaba,female,26-30,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1526,"Ahmadu Bello University, Zaira",Yalwa,Sawaba,male,31-40,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1527,University of Ibadan,Amadi,Edward,female,31-40,single,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1528,"University of Nigeria, Nsukka",Mayowa,George,male,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1529,University of Ibadan,Yalwa,Benedict,male,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1530,University of Ibadan,Mayowa,Edward,male,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1531,"Ahmadu Bello University, Zaira",Auta,Benedict,female,20-25,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1532,"Willfield College after a four-year program in Chichester, USA",Opeyemi,Edward,female,26-30,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1533,University of Ibadan,Opeyemi,Edward,female,26-30,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1534,"Willfield College after a four-year program in Chichester, USA",Amadi,Sawaba,female,26-30,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1535,"Belington College after a three-year degree program in Worcester, UK",Mayowa,George,male,31-40,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1536,University of Ibadan,Olisa,Sawaba,male,31-40,married,Masters',"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1537,"University of Nigeria, Nsukka",Olisa,Benedict,male,26-30,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1538,University of Ibadan,Mayowa,George,female,26-30,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
